,name,lr,device,num_viz,patience,grover_fp,out_feats,use_wandb,batch_size,ff_dropout,group_name,model_type,num_epochs,conv_stride,gnn_dropout,max_seq_len,num_workers,print_every,random_seed,project_note,use_mut_loss,ff_num_layers,gat_num_heads,gnn_pool_type,use_carc_loss,viz_layer_idx,wandb_run_dir,conv_pool_size,conv_pool_type,fix_pt_weights,gnn_num_layers,mut_loss_ratio,separate_heads,conv_num_layers,ff_hidden_feats,lr_decay_factor,conv_kernel_size,conv_num_kernels,cross_validation,fraction_of_data,gnn_hidden_feats,mut_pre_training,gradient_clip_norm,network_weight_decay,number_of_parameters,cpdb_train_continuous,early_stopping_metric,training_mut_datasets,training_carc_datasets,held_out_test_mut_datasets,held_out_test_carc_datasets,test_mut_loss,validation_mut_pr_auc,training_mutagenic_loss,final_valid_carc_pearson_r2,final_valid_loss,test_mut_roc_auc,test_carc_pearson_r2,held_out_test_mut_loss,held_out_test_carc_roc_auc_score,_step,_timestamp,test_carc_rmse,training_mut_pr_auc,final_valid_carc_loss,test_carc_loss,training_mut_roc_auc,validation_mut_roc_auc,held_out_test_carc_loss,held_out_test_mut_pr_auc,held_out_test_carc_pr_auc_score,_runtime,training_carc_rmse,final_valid_mut_loss,final_valid_carc_rmse,final_valid_mut_roc_auc,training_carcinogenic_loss,training_loss,held_out_test_loss,training_carc_pearson_r2,validation_carc_pearson_r2,epoch,validation_carc_rmse,test_loss,test_mut_pr_auc,validation_loss,validation_mut_loss,validation_carc_loss,final_valid_mut_pr_auc,held_out_test_mut_roc_auc,training_carc_nan
45,2021_07_18_23_17_36_2,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,3989,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,True,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.671134740114212,0.8899018382914134,0,0.0015856518262295123,0.6316248178482056,0.6887965665236051,0.04508126175078645,0.6812858581542969,0.5244028272197286,103,1626665527,0.9907386898994446,NaN,0.5851956605911255,1.1496796309947968,NaN,0.774480338685686,0.6890901923179626,0.5238730041983416,0.555692957577586,115,0.9941386580467224,0.6515229940414429,0.7391238212585449,0.769503032152256,1.006367266178131,0.3019101947546005,0.6836271584033966,0.11001200027661868,0.0057302282376929525,51,0.8227896094322205,0.8146982192993164,0.7374285840129264,0.5772609710693359,0.5629887282848358,0.6105628907680511,0.8871892246590843,0.6766876310272537,NaN
46,2021_07_18_23_17_36_1,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,3989,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,True,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.5530076026916504,0.7047935960894448,0,0.041758175987009497,0.6595367193222046,0.7945858233788688,0.1329223400833834,0.63742595911026,0.6797709332920601,262,1626665405,1.1007473468780518,NaN,0.7731987237930298,1.2632511258125303,NaN,0.7631863645641968,0.6466943621635437,0.5808179852295979,0.6777630850275929,283,0.8923755288124084,0.6108244359493256,0.7387645840644836,0.7593896713615023,0.8017756938934326,0.2405327171087265,0.6402064859867096,0.23701741342549745,0.04167257121866035,54,0.7843401432037354,0.7660806775093079,0.8464187156812145,0.6163207590579987,0.5970912575721741,0.6611895263195038,0.6987709345747124,0.722533692722372,NaN
47,2021_07_18_23_17_36_0,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,3989,_does_mut_pre_training_help,True,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,True,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.637537032365799,0.8128201578256299,0,0.10778476836277856,0.6265244781970978,0.7270800108276996,0.08557581970499997,0.6329752802848816,0.7072434607645877,406,1626665114,1.1461173295974731,NaN,0.7926371097564697,1.197373390197754,NaN,0.8025636217976033,0.6741911172866821,0.5499120962228998,0.6693997638647948,434,0.7900288105010986,0.5553333461284637,1.117427945137024,0.8030110624371453,0.6402659773826599,0.1920797973871231,0.6453400552272797,0.28618790493562274,0.10710248004499796,152,1.1270453929901123,0.8054879605770111,0.6575076018068762,0.5931079983711243,0.5503315627574921,0.6929196566343307,0.8136434546880441,0.6931865828092243,NaN
48,2021_07_18_23_10_15_2,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,3836,_does_mut_pre_training_help,False,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,False,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.6926094591617584,0.7009736468192062,0,0.07069843953635326,0.6719885170459747,0.4793648068669528,0.06978046143301991,0.7330264747142792,0.652762730227519,58,1626664645,0.9659281373023988,NaN,0.628024086356163,0.7712904512882233,NaN,0.5342766695907548,0.6666518151760101,0.30231321944275225,0.6106995374231846,89,1.00396990776062,0.6908303797245026,0.715811550617218,0.5352454327014761,0.9984968781471252,0.29954907298088074,0.7131140530109406,0.10772962387180264,0.08806304356627467,58,0.7243376970291138,0.7162137627601624,0.5419185853233724,0.6435256898403168,0.7032205760478973,0.50423763692379,0.7076151916262524,0.4549670560047918,
49,2021_07_18_23_10_15_1,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,3836,_does_mut_pre_training_help,False,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,False,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.6536235809326172,0.5640536284035311,0,0.22142884008047892,0.5655638575553894,0.6153265590372358,0.09837276513191824,0.6666854619979858,0.7123510292524378,179,1626664550,1.1471376419067385,NaN,0.34029781073331833,1.0946317315101624,NaN,0.6571136966727903,0.6351844668388367,0.4147836088852606,0.6862663339053282,241,0.8497819900512695,0.662106454372406,0.6556613445281982,0.6449037218479963,0.709057879447937,0.21271737217903136,0.65723517537117,0.29444034394218727,0.21161756399114431,179,0.6591408848762512,0.7859260439872742,0.6916406791752429,0.5996196568012238,0.647908091545105,0.48694664239883423,0.5448350897225067,0.5803489068583408,
50,2021_07_18_23_10_15_0,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,3836,_does_mut_pre_training_help,False,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,False,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.6954237222671509,0.49505514163088826,0,0.06556405734262973,0.8731776773929596,0.5043620626114976,0.08233420854628841,0.7004591226577759,0.6092710106794613,54,1626664302,1.0020136833190918,NaN,1.244076907634735,1.2526137828826904,NaN,0.4538454326964051,0.6897022128105164,0.3015360330046956,0.543913221088953,66,0.9242568612098694,0.7142208516597748,1.128894567489624,0.41010917551604825,0.8238150596618652,0.24714452922344207,0.6972320377826691,0.08648930153716003,0.04359034876299696,54,1.1713261604309082,0.8625807464122772,0.42849938109401214,0.838458389043808,0.7053702771663666,1.1489972174167633,0.4369915597195166,0.4502920035938904,
51,2021_07_18_22_48_19_2,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,3836,_does_mut_pre_training_help,False,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,True,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.5904773771762848,0.8550145969184101,0,0.09449697111996394,0.4827725291252136,0.7733321888412017,0.10246980591542912,0.6344181299209595,0.7005107568487849,268,1626664204,0.9569600224494934,NaN,0.43848852813243866,0.7868986129760742,NaN,0.7514512376520843,0.6637386381626129,0.5673590967818485,0.6456218203536315,381,0.9710776805877686,0.5017514079809189,0.6981698870658875,0.7651969945459399,0.9567174792289734,0.2870152503252029,0.6432142853736877,0.1517540908708681,0.08082646323904506,69,0.726578950881958,0.6494037508964539,0.803596871965399,0.5274229347705841,0.5504032373428345,0.47380222380161285,0.8650975550364162,0.7293845462713386,NaN
52,2021_07_18_22_48_19_1,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,3836,_does_mut_pre_training_help,False,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,True,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.5221058130264282,0.6955586164887573,0,0.1384385309780139,0.5490269362926483,0.8154027184092983,0.08095930886037939,0.6127007305622101,0.7376696073879172,372,1626663816,1.1528373956680298,NaN,0.4125647246837616,1.011648327112198,NaN,0.7483125807988025,0.6219426691532135,0.5741133892127073,0.7009001302668223,457,0.88202965259552,0.6075107157230377,0.7004333138465881,0.7547662788324149,0.7573446154594421,0.22720339596271516,0.6154733002185822,0.2520565653981595,0.12268400619368978,118,0.7044451832771301,0.6689685881137848,0.8560800503000698,0.5872811079025269,0.599084883928299,0.559738963842392,0.6983762305765789,0.7349790356394129,NaN
53,2021_07_18_22_48_19_0,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,3836,_does_mut_pre_training_help,True,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,True,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.6202975511550903,0.7936911657645581,0,0.06250742906636116,0.8150695860385895,0.7584477253677994,0.09455606884337242,0.6141459941864014,0.6879997936335965,337,1626663353,1.0673441886901855,NaN,1.484954833984375,1.0247098207473757,NaN,0.7978377963761569,0.6617516279220581,0.5686273022882041,0.6429047109920681,434,0.8383111953735352,0.5279758870601654,1.1386425495147705,0.7998235805478379,0.7015192031860351,0.21045576632022855,0.6284276843070984,0.20927450633783037,0.06673787097494177,122,1.143343210220337,0.7416212558746338,0.6723285781812518,0.8416733741760254,0.5293533802032471,1.5704197883605957,0.7969819903478572,0.7405795148247979,NaN
54,2021_07_18_22_43_43_2,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,3836,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,False,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.6986657679080963,0.670198178047062,0,0.01469799669261267,0.673849880695343,0.4767622317596566,0.10282434727391555,0.7139089703559875,0.661172161172161,58,1626662888,0.9572574496269226,NaN,0.5553407371044159,0.7282118797302246,NaN,0.47599450779968727,0.6786302328109741,0.3150170437415531,0.6785598057260105,62,0.9926816821098328,0.7246395349502563,0.7310040593147278,0.4779396620771197,0.9774183034896852,0.2932254999876022,0.7033253610134125,0.11621532396095118,0.005386650438432306,58,0.8110789060592651,0.707529604434967,0.5517777251036978,0.8121878504753113,0.7396286725997925,0.981492429971695,0.671491165788602,0.4574453429170411,
55,2021_07_18_22_43_43_1,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,3836,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,False,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.6698708534240723,0.3487955387015098,0,0.10259451966646278,0.6388334631919861,0.5737579504209349,0.09845864952926536,0.7006614208221436,0.6725997007687148,90,1626662819,1.1314165592193604,NaN,0.4265531003475189,0.9370392858982086,NaN,0.3850207525345308,0.652690589427948,0.3722394806801608,0.6755427868845457,93,0.9129961133003236,0.7298108041286469,0.725680947303772,0.4023610260597401,0.8219946503639222,0.24659840166568756,0.6862701773643494,0.19405079867488825,0.07797712500093154,90,0.7570036053657532,0.7500213980674744,0.6490872284379181,0.6741590201854706,0.7389127016067505,0.5230671465396881,0.3544682753681263,0.5401707097933512,
56,2021_07_18_22_43_43_0,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,3836,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,False,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.6725887060165405,0.541768894088658,0,0.033368880871737686,0.8152601420879364,0.5911108502026932,0.06811851716897287,0.6719419062137604,0.6583346231233556,56,1626662720,1.0001845359802246,NaN,1.075663447380066,0.9487187266349792,NaN,0.599203981795558,0.6725388765335083,0.3333331728161091,0.6530395848769751,73,0.902224898338318,0.7036587595939636,1.1320470571517944,0.551877546150306,0.8043240666389465,0.2412972241640091,0.672120988368988,0.12650773632918147,0.05535367995124128,56,1.150842785835266,0.7554277181625366,0.4767960285811933,1.754955381155014,0.7098390460014343,4.193559885025024,0.5359459311785922,0.4958250973345313,
57,2021_07_18_22_31_19_2,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,3836,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,True,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.6375533044338226,0.8930778703198111,0,0.07332548174669282,0.5043926239013672,0.7500600858369099,0.13330335007609212,0.6937128901481628,0.6851880513852344,164,1626662613,0.931769847869873,NaN,0.4512969106435776,0.9755553305149078,NaN,0.7797894656546779,0.6511811912059784,0.5681084529888809,0.686036985881141,163,0.9414705634117126,0.5271479487419128,0.7213396430015564,0.7813989854685534,0.8771372675895691,0.26314119398593905,0.6809533536434174,0.1847682392680414,0.038894203982922766,66,0.7841523885726929,0.7389539480209351,0.7932522247196598,0.48354455828666687,0.4813435971736908,0.4886801689863205,0.8927345921489958,0.7073105720275532,NaN
58,2021_07_18_22_31_19_1,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,3836,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,True,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.5618079304695129,0.695998162418676,0,0.13241493590999415,0.5845177471637726,0.7910420111563188,0.050206521275497976,0.6598814725875854,0.6939328277356447,213,1626662444,1.1560333967208862,NaN,0.5325097143650055,1.0607774257659912,NaN,0.7655507926787779,0.66888028383255,0.5925991143871007,0.6775321569591465,258,0.8929017186164856,0.6068069040775299,0.6979052424430847,0.7699326393141458,0.7983926892280578,0.2395178139209747,0.6625811159610748,0.2285701173742679,0.07049323229261102,53,0.7675318121910095,0.7114987969398499,0.8417939827116036,0.6180672943592072,0.6374264061450958,0.5728960633277893,0.704626680472121,0.728758610362384,NaN
59,2021_07_18_22_31_19_0,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,3836,_does_mut_pre_training_help,True,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,True,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.6619424223899841,0.7994603738607069,0,0.11721392298722735,0.6118195801973343,0.719233190159839,0.06395637828300654,0.6645358800888062,0.7016973636691946,270,1626662180,1.3161379098892212,NaN,0.6780788190662861,1.647652089595795,NaN,0.7889827330526531,0.6494649648666382,0.5026117976933053,0.6615584918619669,277,0.7944868803024292,0.5834227502346039,1.1146461963653564,0.7916375475139346,0.6288945555686951,0.18866837322711943,0.6600145995616913,0.28176645620721963,0.11093090261309116,136,1.1272788047790527,0.9576553404331208,0.62608794974996,0.6123880445957184,0.5328245460987091,0.798036128282547,0.7994796753753057,0.6743965259059599,NaN
60,2021_07_18_22_24_46_2,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,8223,_does_mut_pre_training_help,False,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,False,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.6849905252456665,0.6872531288371457,0,0.013015555566387404,0.6361694037914276,0.5813922746781116,5.2760951925336465e-05,0.6968580782413483,0.4670587628334108,51,1626661868,1.0108826160430908,NaN,0.5299640446901321,0.9954079985618592,NaN,0.4955108890499256,0.6948288083076477,0.3632450232125404,0.4433738704828104,77,1.0063505172729492,0.6816859841346741,0.7514743208885193,0.5478641443228194,0.9888373613357544,0.29665122032165525,0.6962492763996124,0.10208272218729517,0.01713821660792992,51,0.7984455823898315,0.7781158089637756,0.6372443111163636,0.664680540561676,0.6663985550403595,0.6606718599796295,0.7277104768574396,0.5655630428271938,
61,2021_07_18_22_24_46_1,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,8223,_does_mut_pre_training_help,False,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,False,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.7218350768089294,0.43822060731375256,0,0.15225610647052118,0.6798425018787384,0.4282317989392578,0.12237541321106858,0.7481562495231628,0.7156013001083423,159,1626661784,1.11725652217865,NaN,0.5955711752176285,1.1741147637367249,NaN,0.5564945226917059,0.6318259835243225,0.32235205143679085,0.6942977889733359,205,0.8810285329818726,0.7159587740898132,0.6899164319038391,0.5382493025787576,0.7623106122016907,0.22869319319725037,0.7132571339607239,0.2484629365067911,0.15039822799926472,159,0.6906728744506836,0.8575190007686615,0.5389994418967626,0.6111808121204376,0.7115843892097473,0.3769058883190155,0.4293962593305692,0.4906244384546271,
62,2021_07_18_22_24_46_0,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,8223,_does_mut_pre_training_help,False,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,False,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.6732214987277985,0.6767645131971081,0,0.06013611042267635,0.8075932264328003,0.7061812465551935,0.16071341938927106,0.6999955177307129,0.6030542227725326,54,1626661572,0.9747181534767152,NaN,1.0974919497966766,0.7797657549381256,NaN,0.6926040192953449,0.6811789572238922,0.4653860153291117,0.5944976639070595,66,0.9311083555221558,0.6833508908748627,1.12407386302948,0.6943682138169668,0.8489480257034302,0.2546844154596329,0.6943505704402924,0.1040073610183288,0.052472471553709314,54,1.158729076385498,0.7051847577095032,0.5875629114975435,0.6839443743228912,0.6198365986347198,0.8335292041301727,0.6557734588440063,0.6635309973045822,
63,2021_07_18_22_04_57_2,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,8223,_does_mut_pre_training_help,False,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,True,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.565649688243866,0.8726940656623408,0,0.1055759730035001,0.47183793783187866,0.7878077253218883,0.034295638598211456,0.6197519600391388,0.6715936645514111,286,1626661475,1.0047130584716797,NaN,0.35765889286994934,0.8313112854957581,NaN,0.7764941454670277,0.6638171672821045,0.5831179656268872,0.6559168219389824,367,0.9568746089935304,0.5207718312740326,0.6919109225273132,0.7903505091727374,0.906697690486908,0.2720093220472336,0.6329715251922607,0.1744010105143108,0.10681097432252508,51,0.7462361454963684,0.6453481614589691,0.8241387189878586,0.500192329287529,0.48036378622055054,0.5464589297771454,0.8829206440716364,0.7431850853548967,NaN
64,2021_07_18_22_04_57_1,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,8223,_does_mut_pre_training_help,False,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,True,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.5707864761352539,0.6953567681775896,0,0.1924337613620281,0.5376378893852234,0.7719747233219207,0.12571083207108422,0.6165274381637573,0.7175101893411753,338,1626661102,1.114089846611023,NaN,0.4606994390487671,0.8425267040729523,NaN,0.7569435939307342,0.6243909895420074,0.5482352847412004,0.7029410286009643,430,0.8684529066085815,0.5706115365028381,0.6746422052383423,0.7653398652786283,0.7369850873947144,0.221095535159111,0.6188865005970001,0.27430893765201125,0.16855200127663297,103,0.6819679737091064,0.6523085534572601,0.8352389059147026,0.5818783640861511,0.5909490883350372,0.5607133060693741,0.7020114121891996,0.7147544174902666,NaN
65,2021_07_18_22_04_57_0,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,8223,_does_mut_pre_training_help,True,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,True,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.63270503282547,0.7956998764129886,0,0.04321701143003427,0.7864397466182709,0.7549352457920364,0.07691657108301594,0.5811648964881897,0.6659443842542434,273,1626660665,1.0354466438293457,NaN,1.4494783878326416,1.0961865186691284,NaN,0.7989883580206931,0.6720444858074188,0.5996012578018735,0.619389808891446,348,0.8738975524902344,0.5022803097963333,1.1336928606033323,0.8116487974500145,0.7522411465644836,0.22567234933376312,0.6084287762641907,0.16571313108959967,0.044380244661605235,56,1.158530592918396,0.7717494368553162,0.6701997430320896,0.6131206452846527,0.4890525043010712,0.9026129692792892,0.8054933925236948,0.7492946990116802,NaN
66,2021_07_18_22_00_43_2,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,8223,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,False,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.7113199234008789,0.6193904757196304,0,0.007807797481615022,0.6738561391830444,0.3615622317596567,0.10359543082481767,0.7023989856243134,0.5808182427900739,54,1626660286,0.9736939072608948,NaN,0.5800684094429016,1.2701456248760223,NaN,0.39305846904916286,0.6874724924564362,0.28544358736968795,0.598524635162132,58,0.9872172474861144,0.7140508890151978,0.7317054271697998,0.3535985354132499,0.970379078388214,0.2911137372255325,0.6979210376739502,0.122052433378321,0.01678447633330943,54,0.7825345993041992,0.8789676427841187,0.48259665783184824,0.7393885254859924,0.7820670008659363,0.6398054957389832,0.6063837691701356,0.4033258460616952,
67,2021_07_18_22_00_43_1,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,8223,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,False,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.7455483973026276,0.3884368032036362,0,0.039412471597939897,0.6589723825454712,0.43497636314984184,0.08967941964417017,0.6859067976474762,0.6590053139348914,69,1626660221,1.1297286748886108,NaN,0.5559042990207672,1.0523289442062378,NaN,0.4787099408042458,0.6682056188583374,0.3064212770516811,0.6488382627120162,71,0.9899895787239076,0.7031444609165192,0.7507020235061646,0.4417091923521808,0.9655363440513612,0.2896609127521515,0.6805964410305023,0.09200356471798528,0.011805266078496817,69,0.8025108575820923,0.8375825881958008,0.5329271014694511,0.7130875885486603,0.6932432055473328,0.7593911588191986,0.3733579315869109,0.4581341719077568,
68,2021_07_18_22_00_43_0,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,8223,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,False,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.6937594711780548,0.5422391723318197,0,0.03403098517851388,0.6721986085176468,0.499536887558256,0.09821785683667138,0.7076326608657837,0.6435536294691224,61,1626660143,0.9967709183692932,NaN,0.6825288459658623,0.9693430364131927,NaN,0.5445011676070022,0.6675077080726624,0.4168801268671304,0.5940032129960371,76,0.8486788272857666,0.6677713394165039,1.1370497941970823,0.6017650467895068,0.7452326774597168,0.22356981337070464,0.6955951750278473,0.18996377663505215,0.05183533490301487,61,1.1775376796722412,0.7764345407485962,0.4466295127253381,0.924940586090088,0.674810916185379,1.5085764527320862,0.587575545155387,0.6069571728062294,
69,2021_07_18_21_47_29_2,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,8223,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,True,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.5925499498844147,0.8946721169352728,0,0.042622704678901814,0.5828638672828674,0.7471210300429184,0.15323260027797153,0.6527709066867828,0.7420935871640097,143,1626660033,0.9218838214874268,NaN,0.8182493150234222,0.9982564747333528,NaN,0.7867233685495252,0.6455041468143463,0.5541118548658438,0.7321517248209407,143,0.9424903392791748,0.48198437690734863,0.723623514175415,0.7926694381936763,0.9208488941192629,0.2762546807527542,0.6505908668041229,0.18719924949004957,0.07459729914760281,54,0.7338712215423584,0.714261919260025,0.790809046785693,0.591417595744133,0.513394832611084,0.7734706997871399,0.8943775306804133,0.7022791254866726,NaN
