,name,lr,device,num_viz,patience,grover_fp,out_feats,use_wandb,batch_size,ff_dropout,group_name,model_type,num_epochs,conv_stride,gnn_dropout,max_seq_len,num_workers,print_every,random_seed,project_note,use_mut_loss,ff_num_layers,gat_num_heads,gnn_pool_type,use_carc_loss,viz_layer_idx,wandb_run_dir,conv_pool_size,conv_pool_type,fix_pt_weights,gnn_num_layers,mut_loss_ratio,separate_heads,conv_num_layers,ff_hidden_feats,lr_decay_factor,conv_kernel_size,conv_num_kernels,cross_validation,fraction_of_data,gnn_hidden_feats,mut_pre_training,gradient_clip_norm,network_weight_decay,number_of_parameters,cpdb_train_continuous,early_stopping_metric,training_mut_datasets,training_carc_datasets,held_out_test_mut_datasets,held_out_test_carc_datasets,test_mut_loss,validation_mut_pr_auc,training_mutagenic_loss,final_valid_carc_pearson_r2,final_valid_loss,test_mut_roc_auc,test_carc_pearson_r2,held_out_test_mut_loss,held_out_test_carc_roc_auc_score,_step,_timestamp,test_carc_rmse,training_mut_pr_auc,final_valid_carc_loss,test_carc_loss,training_mut_roc_auc,validation_mut_roc_auc,held_out_test_carc_loss,held_out_test_mut_pr_auc,held_out_test_carc_pr_auc_score,_runtime,training_carc_rmse,final_valid_mut_loss,final_valid_carc_rmse,final_valid_mut_roc_auc,training_carcinogenic_loss,training_loss,held_out_test_loss,training_carc_pearson_r2,validation_carc_pearson_r2,epoch,validation_carc_rmse,test_loss,test_mut_pr_auc,validation_loss,validation_mut_loss,validation_carc_loss,final_valid_mut_pr_auc,held_out_test_mut_roc_auc,training_carc_nan
20,2021_07_19_01_14_43_0,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,7768,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,False,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.6886072754859924,0.5427880591050227,0,0.001697107394119078,3.2054089307785034,0.608410708986012,0.004726660473153449,0.6917566061019897,0.5219264303771346,51,1626671772,1.0380479097366333,NaN,9.07296895980835,1.219524621963501,NaN,0.585282185896671,0.6938823461532593,0.381593957712938,0.510220264735856,65,0.8931384682655334,0.6907402873039246,1.150744080543518,0.594282134760598,0.7831372737884521,0.2349411875009537,0.692394345998764,0.12409323825567611,0.031064073634498757,51,1.1913206577301023,0.8478824496269226,0.5106426324615649,0.7505751550197601,0.7363037168979645,0.7838751822710037,0.5849945871187794,0.5826654687032046,
21,2021_07_19_01_00_22_2,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,7768,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,True,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.5881127417087555,0.8789470064140721,0,0.10666796750826862,0.4847763329744339,0.7537957081545064,0.24856969533617448,0.6316986382007599,0.714543672290151,148,1626671673,0.8788550496101379,NaN,0.3982912003993988,0.8559472858905792,NaN,0.7668293985277852,0.650868833065033,0.5723030228169022,0.6918917830254905,151,0.9172675609588624,0.5218413770198822,0.7005584836006165,0.7742896372859378,0.8677185535430908,0.2603155791759491,0.637449711561203,0.22596510680113324,0.05962900675236532,68,0.7698678374290466,0.6684631109237671,0.7964900518499753,0.5154066830873489,0.5351051390171051,0.4694436490535736,0.8867770423095582,0.7094010182689429,NaN
22,2021_07_19_01_00_22_1,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,7768,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,True,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.5955889821052551,0.7056584658033761,0,0.05838701845392676,0.5657984614372253,0.7783419212745375,0.04695908886425847,0.6867330372333527,0.6204405922715782,343,1626671516,1.1606593132019043,NaN,0.492908775806427,0.7784532308578491,NaN,0.764866979655712,0.6742497086524963,0.5740658024783777,0.5902444441494871,400,0.9355125427246094,0.5970368981361389,0.7606506943702698,0.7689732598489487,0.8740214228630065,0.2622064411640167,0.6829880475997925,0.17407222462912475,0.01581919485041744,51,0.8540986180305481,0.6504482477903366,0.8305686778292161,0.6098876893520355,0.5952702164649963,0.6439951062202454,0.7079573146497689,0.7117430368373765,NaN
23,2021_07_19_01_00_22_0,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,7768,_does_mut_pre_training_help,True,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,True,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.7090806663036346,0.7913743243878646,0,0.08453044948030536,1.5472962856292725,0.6923465776968961,0.016139616669700572,0.6932855844497681,0.6535624000412733,258,1626671110,1.3718830347061155,NaN,3.6904470324516296,1.8414744138717651,NaN,0.8006204510201645,0.6842470765113831,0.5347879489941625,0.62233222707837,265,0.8304598927497864,0.6288031041622162,1.1279101371765137,0.8010124942471917,0.7323464393615723,0.21970394253730777,0.690574049949646,0.22701163895282728,0.07331365845609797,67,1.1612646579742432,1.0487987995147705,0.5887413002095909,0.9999631345272064,0.5075532793998718,2.148919403553009,0.7974021417214054,0.6821862833183588,NaN
24,2021_07_19_00_50_04_2,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,8471,_does_mut_pre_training_help,False,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,False,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.7022714614868164,0.7351497928205031,0,0.0631613398496856,0.6355359852313995,0.5642987124463519,0.057142880013678475,0.6761861443519592,0.6543362740545839,70,1626670811,0.980881929397583,NaN,0.5285256206989288,0.8887294828891754,NaN,0.5168618177657425,0.6598289608955383,0.3866318790144476,0.6450066530786568,91,0.9836929440498352,0.681397557258606,0.7273688912391663,0.5793928067432015,0.9643023014068604,0.28929070234298704,0.6712790131568909,0.13758217948688212,0.07134867215703442,70,0.7511141896247864,0.7582088708877563,0.6251365081215341,0.6154294908046722,0.6862455308437347,0.45019201934337616,0.7547745763256097,0.5777403414195867,
25,2021_07_19_00_50_04_1,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,8471,_does_mut_pre_training_help,False,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,False,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.6752332746982574,0.3832604138757751,0,0.17485434753688583,0.6085693836212158,0.5674216278894249,0.13786445658756868,0.7079671919345856,0.725042563070732,294,1626670713,1.1154974699020386,NaN,0.39370541274547577,1.1499156951904297,NaN,0.4670442947540314,0.6214795708656311,0.3501621659771993,0.6957358169075678,405,0.8816578388214111,0.7006539404392242,0.678425133228302,0.4785534462815541,0.7677423596382141,0.2303227186203003,0.682020902633667,0.25283785394174907,0.17262389311072623,294,0.6798874139785767,0.8176380097866058,0.6894210810531922,0.637338399887085,0.7054343819618225,0.4784477800130844,0.39086807074218105,0.4945148247978437,
26,2021_07_19_00_50_04_0,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,8471,_does_mut_pre_training_help,False,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,False,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.7893526256084442,0.4896376941395672,0,0.04840816635893424,0.6840426623821259,0.2883005404065605,0.13391318817168835,0.7342200875282288,0.6614043233761543,62,1626670302,1.0066535472869873,NaN,0.6468793335370719,0.9427033960819244,NaN,0.4605868716655019,0.667352557182312,0.29634633624299256,0.6118784020196609,77,0.8960768580436707,0.6999697685241699,1.1279423236846924,0.470635110027784,0.8042327404022217,0.2412698298692703,0.7141598463058472,0.13425769355043898,0.05305443951204513,62,1.1480023860931396,0.8353578746318817,0.3009202879661009,0.8448657393455505,0.6963130235671997,1.1914887428283691,0.4946396373977376,0.4388484576220425,
27,2021_07_19_00_32_23_2,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,8471,_does_mut_pre_training_help,False,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,True,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.5582802295684814,0.8787561513751025,0,0.07406088243782548,0.5296003222465515,0.7748188841201715,0.1728748656873147,0.6140234768390656,0.7133570654697416,248,1626670194,0.9102138876914978,NaN,0.5302260518074036,0.7993625998497009,NaN,0.7836797742095427,0.6512053310871124,0.5880894510105786,0.7096875808264709,306,0.9524183869361876,0.5293321758508682,0.7302009463310242,0.786853045501354,0.9342789769172668,0.28028370440006256,0.6251780390739441,0.17239022231512907,0.06579193427494667,72,0.7577326893806458,0.6306049525737762,0.8090679347972394,0.500194638967514,0.5168505311012268,0.4613309502601623,0.8828777829857661,0.7436403114705001,NaN
28,2021_07_19_00_32_23_1,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,8471,_does_mut_pre_training_help,False,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,True,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.5849529802799225,0.6725972762555469,0,0.11963134682394903,0.5801632404327393,0.7567428489094115,0.09228810954704753,0.632776141166687,0.7196254449775576,286,1626669883,1.1413427591323853,NaN,0.4906405657529831,1.743133783340454,NaN,0.727566850377628,0.6318567395210266,0.5399437398069471,0.6875652564146577,376,0.9043656587600708,0.6185300648212433,0.7082005739212036,0.7369871402327005,0.8304412126541137,0.24913236796855923,0.6325003206729889,0.22099430130161735,0.11295737115841256,82,0.7126191854476929,0.9324072599411012,0.8256136895363724,0.5499207377433777,0.6115000247955322,0.4062357693910599,0.6894485039706826,0.6993006888289907,NaN
29,2021_07_19_00_32_23_0,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,8471,_does_mut_pre_training_help,True,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,True,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.7206421494483948,0.8063167984447912,0,0.0777659526006911,0.9941180050373076,0.7295782089289384,0.012080772111436386,0.6175375580787659,0.6921787133054739,257,1626669495,1.4171818494796753,NaN,2.173741102218628,1.6322660744190216,NaN,0.8044769631990727,0.6525183916091919,0.5722251004139949,0.6399427497007208,331,0.8682320713996887,0.4885652065277099,1.1286156177520752,0.8039656024681678,0.7411119699478149,0.2223336011171341,0.6280318200588226,0.16452673203040816,0.08229090013296203,105,1.149772047996521,0.9941293001174928,0.6491321446399851,0.5982997119426727,0.5714333653450012,0.6609877943992615,0.8060623842840906,0.7336193471099132,NaN
30,2021_07_19_00_27_18_2,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,8471,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,False,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.6880187690258026,0.7109928624118762,0,0.001946050462221347,0.6256600916385651,0.5290369098712446,0.09172786686305376,0.6979632377624512,0.49233864726822474,51,1626669132,0.9946351647377014,NaN,0.4928465485572815,1.5043727457523346,NaN,0.5563370075136351,0.6918970346450806,0.3674189555534032,0.46143148610724305,54,1.0055547952651978,0.6825802028179169,0.7485539317131042,0.4881879552995919,0.991122817993164,0.29733685553073885,0.696143388748169,0.10204191700547877,0.008620769102667937,51,0.8005497455596924,0.9329249560832976,0.5934753808890879,0.5880386233329773,0.6338882744312286,0.48105618357658386,0.6742891179432797,0.540575022461815,
31,2021_07_19_00_27_18_1,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,8471,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,False,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.7085278332233429,0.35461935488652385,0,0.031290152001260334,0.637530654668808,0.6250488860834185,0.08225894345914253,0.6487511694431305,0.6581798483206934,58,1626669071,1.1376819610595703,NaN,0.5403028130531311,1.4624711275100708,NaN,0.429291692182078,0.6721590757369995,0.4157876095100327,0.6346828547816754,61,0.9613134264945984,0.6791996955871582,0.7516708970069885,0.5065659658433693,0.9247390627861024,0.2774217277765274,0.6557735502719879,0.12379909814375534,0.03323467392479851,58,0.7660819292068481,0.934710830450058,0.6915900589437667,0.6278294026851654,0.7064298689365387,0.4444282948970794,0.3949017256390257,0.5989368074273733,
32,2021_07_19_00_27_18_0,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,8471,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,False,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.8605594038963318,0.5287893323293904,0,0.07907535588348494,0.901032328605652,0.5340240883696811,0.007812692239582052,1.0111879706382751,0.6902440282721973,133,1626669004,1.4759601354599,NaN,1.422990798950195,3.381612002849579,NaN,0.5590792097772173,0.6703668832778931,0.33313609055684856,0.661183393478006,143,0.8437654972076416,0.6773358881473541,1.1437534093856812,0.5613675490480168,0.7114527106285096,0.213435822725296,0.9089416563510896,0.1954923449512508,0.07869234796230366,133,1.155534029006958,1.616875171661377,0.4247233123293235,0.8494583368301392,0.6923488974571228,1.216046929359436,0.5298960062409205,0.5092422881102127,
33,2021_07_19_00_13_27_2,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,8471,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,True,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.6510631442070007,0.8694832223478239,0,0.08787012168948223,0.5669219791889191,0.7218403433476395,0.1665228816297484,0.7006683647632599,0.6735283495846877,119,1626668827,0.9209473729133606,NaN,0.6922321021556854,1.2816984951496124,NaN,0.7619512567222244,0.666200190782547,0.5257407339941794,0.6356979473253267,120,0.9866911768913268,0.5132176280021667,0.7066987752914429,0.7677790914985316,1.0349855780601502,0.31049568951129913,0.690327912569046,0.1191349360749477,0.07368117074399415,57,0.738596498966217,0.8402537107467651,0.7726177925618752,0.5313867032527924,0.5368013381958008,0.5187526196241379,0.8783521286364783,0.684031147050015,NaN
34,2021_07_19_00_13_27_1,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,8471,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,True,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.554027646780014,0.709868153863978,0,0.0841872965549804,0.574641764163971,0.7958585768489231,0.08107689724302876,0.6281802654266357,0.6895475416602177,279,1626668700,1.1551213264465332,NaN,0.5790574252605438,1.192196249961853,NaN,0.7829080764781928,0.6583596467971802,0.5765160776616255,0.7031151940593127,314,0.9135519862174988,0.5727493166923523,0.7297272682189941,0.7787915901204328,0.8292820453643799,0.24878462553024291,0.637234091758728,0.20300089591946444,0.07989670443820027,63,0.7508770823478699,0.7454782128334045,0.8421408701806234,0.5539904534816742,0.6041055917739868,0.4370551109313965,0.7077126246600822,0.7176849356094639,NaN
35,2021_07_19_00_13_27_0,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,8471,_does_mut_pre_training_help,True,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,True,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.6225988566875458,0.8003104762447458,0,0.1189680644255293,0.6219280064105988,0.7403080676144165,0.012021515092602467,0.694117933511734,0.7105969148222671,335,1626668380,1.5182890892028809,NaN,0.8283072710037231,2.4027615785598755,NaN,0.7897668195067074,0.6571033596992493,0.5324017030962795,0.6981238725864767,350,0.8075438141822815,0.5334797203540802,1.1103981733322144,0.7860125794739803,0.6442225217819214,0.193266761302948,0.6830135881900787,0.2704166506012355,0.11753273314368444,75,1.1399694681167605,1.1566476821899414,0.6570363349548274,0.8390385806560516,0.6915052235126495,1.1832831501960754,0.783851914743652,0.67714734950584,NaN
36,2021_07_19_00_03_15_2,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,3989,_does_mut_pre_training_help,False,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,False,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.691075474023819,0.7075357538730039,0,0.07574437737057196,0.6146760880947113,0.5016549356223176,0.067483116983684,0.7083357274532318,0.6309652788526028,118,1626667997,0.9796722531318665,NaN,0.5061691254377365,0.9637404084205629,NaN,0.52485602044319,0.6648238599300385,0.3805527833955231,0.6389597312830865,139,1.0000184774398804,0.6611790955066681,0.7263392210006714,0.526293908997292,0.9479555726051332,0.2843866884708405,0.6952821910381317,0.11278686210586884,0.06387213507302342,118,0.7350722551345825,0.7728749513626099,0.564431821636511,0.6233330965042114,0.6716341972351074,0.5106304734945297,0.7069092106600293,0.5774887690925427,
37,2021_07_19_00_03_15_1,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,3989,_does_mut_pre_training_help,False,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,False,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.6777147650718689,0.4210933075316281,0,0.1613278394246295,0.6701668202877045,0.5451964705963073,0.10507132247840328,0.7166997194290161,0.7146210596914822,230,1626667852,1.1402795314788818,NaN,0.592952087521553,1.7803650498390198,NaN,0.4867438933115602,0.6396499574184418,0.36460605873325447,0.695208485442558,321,0.8633468151092529,0.7032588422298431,0.6857903599739075,0.4793580322514799,0.7371774911880493,0.22115325629711152,0.6935847997665405,0.2797369314763283,0.15556623721542567,230,0.6878150105476379,1.008509874343872,0.6477050668762987,0.6822167932987213,0.7128418982028961,0.6107581704854965,0.41327427503385816,0.5411575321952681,
38,2021_07_19_00_03_15_0,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,3989,_does_mut_pre_training_help,False,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,False,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.7477895021438599,0.4476818725545646,0,0.11418657097358068,0.792791873216629,0.38118393717325294,0.13164057587264943,0.7231189012527466,0.6452045606975184,89,1626667524,0.9706762433052064,NaN,0.9262350797653198,0.9665011167526244,NaN,0.4102050556530928,0.6764698922634125,0.3038740096387339,0.5894760567245023,109,0.874302327632904,0.735601931810379,1.0888259410858154,0.4373284810881757,0.7595868229866027,0.2278760522603989,0.7091242074966431,0.15696537992700962,0.0959792609561261,89,1.1176799535751345,0.8134029805660248,0.3519068131222331,0.762276291847229,0.7757287323474884,0.7308873608708382,0.4648224950866148,0.45531147050014975,
39,2021_07_18_23_36_46_2,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,3989,_does_mut_pre_training_help,False,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,True,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.5796656608581543,0.8749950966357616,0,0.10608272296749428,0.6137295067310333,0.7755536480686696,0.21476575813081333,0.6510211527347565,0.7006397358510035,404,1626667382,0.8913266658782959,NaN,0.8332299888134003,0.6339428573846817,NaN,0.7882165605095542,0.657133162021637,0.5509688342078901,0.6880106169375979,529,0.9413387179374696,0.5196578502655029,0.7229143381118774,0.7810042335710745,0.9080387711524964,0.27241164445877075,0.6528547406196594,0.19814515961407908,0.09031459201324848,115,0.7463043332099915,0.5959488153457642,0.8047890675224941,0.6083130836486816,0.5325493514537811,0.785095140337944,0.8719922182654325,0.7068448637316562,NaN
40,2021_07_18_23_36_46_1,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,3989,_does_mut_pre_training_help,False,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,True,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.5266112685203552,0.7091263961515328,0,0.11045685966092438,0.5950367450714111,0.815848696714169,0.11263368781347229,0.6326016485691071,0.7451890832172521,298,1626666845,1.1140551567077637,NaN,0.5596387833356857,0.8459315598011017,NaN,0.7614070898822889,0.6227277517318726,0.56610581359517,0.7340303872005476,374,0.9263713955879213,0.6102073192596436,0.7148503661155701,0.7611417296046812,0.8649408698081971,0.25948227345943453,0.6296394765377045,0.18111179036748404,0.11006894688669697,67,0.7220951914787292,0.6224073618650436,0.8631438005851134,0.5352116525173187,0.6015897989273071,0.38032931834459305,0.7131460628534716,0.729639113507038,NaN
41,2021_07_18_23_36_46_0,0.0001,cuda:0,0,50,none,2,True,1024,0.2,,gin_pt2,500,1,0.1,500,1,100,3989,_does_mut_pre_training_help,True,3,4,avg,True,-1,/scratch/gobi2/phil/,4,max,False,2,0.7,False,3,128,0.7,5,32,True,1,32,True,10000,0,2122478,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.625092476606369,0.8011000716609197,0,0.11858418225618247,1.082258701324463,0.7498866679059817,0.12686372134178794,0.5716201663017273,0.7065985657534953,487,1626666463,1.010513424873352,NaN,2.181448996067047,1.0035515129566193,NaN,0.8064457020130568,0.6452607214450836,0.6084315370605887,0.6570148684009919,636,0.8517653942108154,0.6111771762371063,1.093219518661499,0.8073789353469584,0.6986221730709076,0.20958665907382965,0.593712329864502,0.1983066629236585,0.11670357824332891,252,1.0954536199569702,0.7386302351951599,0.6732123778657357,0.6922731697559357,0.5513992309570312,1.020979106426239,0.8044655964198718,0.7557816711590297,NaN
42,2021_07_18_23_32_18_2,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,3989,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,False,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.6943582892417908,0.6893465750935059,0,0.0009194485475851716,0.6040016412734985,0.5121030042918455,0.03738708386632686,0.6893478631973267,0.4908166950420471,51,1626665795,0.9943680763244628,NaN,0.3915447145700454,0.7632038742303848,NaN,0.5224417407223769,0.6926860511302948,0.3635279433489976,0.4786219056391515,53,0.9786823987960817,0.6950546205043793,0.7367985844612122,0.4793069911133147,0.9678397059440612,0.29035192131996157,0.6903493106365204,0.14528053013742312,0.01225076272501647,51,0.8042001724243164,0.7150119841098785,0.560158896711455,0.6605562567710876,0.6847285032272339,0.6041542887687683,0.665036558862437,0.5530338424678047,
43,2021_07_18_23_32_18_1,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,3989,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,False,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.7043255567550659,0.3788646518049984,0,0.04380758546790477,0.6658320724964142,0.4437072461182735,0.05266760896225528,0.7601263523101807,0.6265026053758448,61,1626665735,1.1539926528930664,NaN,0.5502423793077469,1.991667091846466,NaN,0.4777369531196842,0.6663638055324554,0.30149401696658473,0.6111961321130079,63,0.9550595879554749,0.7153705358505249,0.7696725130081177,0.47446077430768185,0.9104084730148316,0.2731225579977036,0.7319975793361664,0.13586518760315652,0.00857578347572952,61,0.8058006763458252,1.0905280113220217,0.5387066622116095,0.6830523908138275,0.7156101763248444,0.6070843040943146,0.3755597169770383,0.4346421084156933,
44,2021_07_18_23_32_18_0,0.0001,cuda:0,0,50,none,2,True,1024,0.1,,gat,500,1,0.1,500,1,100,3989,_does_mut_pre_training_help,False,2,2,avg,True,-1,/scratch/gobi2/phil/,4,max,True,4,0.7,False,3,1024,0.7,5,32,True,1,64,False,10000,0,1241090,True,"['rmse', 'carc']",['mut_hansen'],['carc_cpdb'],"['mut_li', 'mut_ccris']",['carc_ccris'],0.7679499983787537,0.4257283210901806,0,0.053771501086622014,0.8571191728115082,0.46384624666934104,0.02093930731429449,0.7501175999641418,0.6691172677088172,91,1626665666,1.36976420879364,NaN,0.976892590522766,1.6763648390769958,NaN,0.37920381134198106,0.6990195214748383,0.29320880214960726,0.6425912265476502,104,0.8725237846374512,0.8057876825332642,1.1423509120941162,0.3491272776859222,0.7722018122673034,0.23166055381298065,0.734788179397583,0.147836663321634,0.05571146839470556,91,1.1498631238937378,1.0404744744300842,0.3763948353545474,0.7365374267101288,0.7297611832618713,0.7523486241698265,0.4078003013823812,0.4231356693620844,
