ratio_of_positive_carc,number_of_experiments_carc,cas_number,substance_name,use_carc,positive_carc,positive_stringent_carc,negative_carc,negative_stringent_carc,ratio_of_positive_mut,number_of_experiments_mut,use_mut,positive_mut,positive_stringent_mut,negative_mut,negative_stringent_mut,positive,positive_stringent,negative,negative_stringent,use,smiles
1.0,1.0,100-00-5,P-CHLORONITROBENZENE,INTERMEDIATES,1.0,0.0,0.0,0.0,0.1,30.0,INTERMEDIATES,0.0,0.0,1.0,1.0,1,0,0,0,"INTERMEDIATES,INTERMEDIATES",[O-][N+](=O)c1ccc(Cl)cc1
0.0,3.0,100-01-6,P-NITROANILINE,INTERMEDIATES,0.0,0.0,1.0,0.0,0.2345679012345679,81.0,INTERMEDIATES,0.0,0.0,0.0,0.0,0,0,0,0,"INTERMEDIATES,INTERMEDIATES",Nc1ccc(cc1)[N+]([O-])=O
0.0,2.0,100-02-7,P-NITROPHENOL,,0.0,0.0,1.0,0.0,0.02702702702702703,37.0,,0.0,0.0,1.0,1.0,0,0,1,0,",",Oc1ccc(cc1)[N+]([O-])=O
1.0,1.0,100-40-3,4-VINYLCYCLOHEXENE,,1.0,0.0,0.0,0.0,0.0,24.0,,0.0,0.0,1.0,1.0,1,0,0,0,",",C=CC1CCC=CC1
0.6666666666666666,6.0,100-41-4,ETHYLBENZENE,,1.0,1.0,0.0,0.0,0.04,25.0,,0.0,0.0,1.0,1.0,1,1,0,0,",",CCc1ccccc1
0.1935483870967742,31.0,100-42-5,STYRENE,INTERMEDIATES,0.0,0.0,1.0,1.0,0.015625,64.0,INTERMEDIATES,0.0,0.0,1.0,1.0,0,0,1,1,"INTERMEDIATES,INTERMEDIATES",C=Cc1ccccc1
0.0,1.0,100-43-6,4-VINYLPYRIDINE,,0.0,0.0,1.0,0.0,0.0,9.0,,0.0,0.0,1.0,1.0,0,0,1,0,",",C=Cc1ccncc1
0.8,5.0,100-44-7,BENZYL CHLORIDE,INTERMEDIATES,1.0,1.0,0.0,0.0,0.18032786885245902,61.0,INTERMEDIATES,0.0,0.0,1.0,1.0,1,1,0,0,"INTERMEDIATES,INTERMEDIATES",ClCc1ccccc1
0.0,4.0,100-51-6,BENZYL ALCOHOL,FOOD ADDITIVE (FLAVORING AGENT),0.0,0.0,1.0,1.0,0.17142857142857143,35.0,FOOD ADDITIVE (FLAVORING AGENT),0.0,0.0,1.0,1.0,0,0,1,1,"FOOD ADDITIVE (FLAVORING AGENT),FOOD ADDITIVE (FLAVORING AGENT)",OCc1ccccc1
0.5,4.0,100-52-7,BENZALDEHYDE,FOOD ADDITIVES (FLAVORING AGENTS ; FRAGRANCES) ; INTERMEDIATES (FOOD ADDITIVES) ; SOLVENTS,0.0,0.0,0.0,0.0,0.0625,64.0,FOOD ADDITIVES (FLAVORING AGENTS ; FRAGRANCES) ; INTERMEDIATES (FOOD ADDITIVES) ; SOLVENTS,0.0,0.0,1.0,1.0,0,0,0,0,"FOOD ADDITIVES (FLAVORING AGENTS ; FRAGRANCES) ; INTERMEDIATES (FOOD ADDITIVES) ; SOLVENTS,FOOD ADDITIVES (FLAVORING AGENTS ; FRAGRANCES) ; INTERMEDIATES (FOOD ADDITIVES) ; SOLVENTS",O=Cc1ccccc1
1.0,1.0,100-63-0,PHENYLHYDRAZINE,INTERMEDIATES,1.0,0.0,0.0,0.0,0.8076923076923077,26.0,INTERMEDIATES,1.0,1.0,0.0,0.0,1,1,0,0,"INTERMEDIATES,INTERMEDIATES",[H+].[Cl-].NNc1ccccc1
0.0,1.0,100-69-6,2-VINYLPYRIDINE,,0.0,0.0,1.0,0.0,0.13333333333333333,30.0,,0.0,0.0,1.0,1.0,0,0,1,0,",",C=Cc1ccccn1
1.0,9.0,100-75-4,N-NITROSOPIPERIDINE,,1.0,1.0,0.0,0.0,0.4666666666666667,75.0,,0.0,0.0,0.0,0.0,1,1,0,0,",",O=NN1CCCCC1
1.0,4.0,10026-24-1,COBALT SULFATE HEPTAHYDRATE,,1.0,1.0,0.0,0.0,0.075,40.0,,0.0,0.0,1.0,1.0,1,1,0,0,",",O.O.O.O.O.O.O.[Co++].[O-][S]([O-])(=O)=O
0.2,10.0,10028-15-6,OZONE,,0.0,0.0,0.0,0.0,0.3333333333333333,12.0,,0.0,0.0,0.0,0.0,0,0,0,0,",",O=[O]=O
1.0,2.0,10034-93-2,HYDRAZINE SULFATE,,1.0,1.0,0.0,0.0,0.8,10.0,,1.0,1.0,0.0,0.0,1,1,0,0,",",NN.O[S](O)(=O)=O
0.0,4.0,10034-96-5,MANGANESE SULFATE HYDRATE,,0.0,0.0,1.0,1.0,0.058823529411764705,34.0,,0.0,0.0,1.0,1.0,0,0,1,1,",",O.[Mn++].[O-][S]([O-])(=O)=O
0.0,2.0,10043-35-3,BORIC ACID,"COSMETICS, PHARMACEUTICALS",0.0,0.0,1.0,0.0,0.05,20.0,"COSMETICS, PHARMACEUTICALS",0.0,0.0,1.0,1.0,0,0,1,0,"COSMETICS, PHARMACEUTICALS,COSMETICS, PHARMACEUTICALS",OB(O)O
0.0,4.0,10043-67-1,ALUMINUM POTASSIUM SULFATE,,0.0,0.0,1.0,1.0,,,,,,,,0,0,1,1,",",[Al+3].[K+].[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O
1.0,5.0,10048-13-2,STERIGMATOCYSTIN,,1.0,1.0,0.0,0.0,0.8823529411764706,17.0,,1.0,1.0,0.0,0.0,1,1,0,0,",",COc1cc2O[C@H]3OC=C[C@H]3c2c4Oc5cccc(O)c5C(=O)c14
1.0,1.0,10061-01-5,"CIS-1,3-DICHLOROPROPENE",,1.0,0.0,0.0,0.0,1.0,6.0,,1.0,1.0,0.0,0.0,1,1,0,0,",",ClC\C=C/Cl
0.0,6.0,100981-43-9,EBROTIDINE,,0.0,0.0,1.0,1.0,,,,,,,,0,0,1,1,",",NC(N)=Nc1scc(CSCCN=CN[S](=O)(=O)c2ccc(Br)cc2)n1
0.0,4.0,101-05-3,ANILAZINE,Pesticides: Fungicide,0.0,0.0,1.0,1.0,0.06060606060606061,33.0,Pesticides: Fungicide,0.0,0.0,1.0,1.0,0,0,1,1,"Pesticides: Fungicide,Pesticides: Fungicide",Clc1nc(Cl)nc(Nc2ccccc2Cl)n1
1.0,7.0,101-14-4,"4,4'-METHYLENEBIS(2-CHLOROANILINE)",RUBBER PROCESSING CHEMICALS,1.0,1.0,0.0,0.0,0.4838709677419355,31.0,RUBBER PROCESSING CHEMICALS,0.0,0.0,0.0,0.0,1,1,0,0,"RUBBER PROCESSING CHEMICALS,RUBBER PROCESSING CHEMICALS",Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl
0.0,4.0,101-54-2,N-PHENYL-P-PHENYLENEDIAMINE,,0.0,0.0,1.0,1.0,,,,,,,,0,0,1,1,",",Nc1ccc(Nc2ccccc2)cc1
0.8333333333333334,6.0,101-61-1,"4,4'-METHYLENEBIS(N,N-DIMETHYLBENZENAMINE)",INTERMEDIATES,1.0,1.0,0.0,0.0,0.03968253968253968,126.0,INTERMEDIATES,0.0,0.0,1.0,1.0,1,1,0,0,"INTERMEDIATES,INTERMEDIATES",CN(C)c1ccc(Cc2ccc(cc2)N(C)C)cc1
1.0,4.0,101-77-9,"4,4'-METHYLENEBIS(ANILINE)",,1.0,1.0,0.0,0.0,0.4230769230769231,26.0,,0.0,0.0,0.0,0.0,1,1,0,0,",",Nc1ccc(Cc2ccc(N)cc2)cc1
1.0,9.0,101-80-4,"4,4'-OXYDIANILINE",INTERMEDIATES (POLYMERS),1.0,1.0,0.0,0.0,0.425,40.0,INTERMEDIATES (POLYMERS),0.0,0.0,0.0,0.0,1,1,0,0,"INTERMEDIATES (POLYMERS),INTERMEDIATES (POLYMERS)",Nc1ccc(Oc2ccc(N)cc2)cc1
1.0,8.0,101-90-6,DIGLYCIDYL RESORCINOL ETHER,,1.0,1.0,0.0,0.0,0.6956521739130435,23.0,,1.0,1.0,0.0,0.0,1,1,0,0,",",C1OC1COc2cccc(OCC3CO3)c2
1.0,2.0,1010-61-3,4-HYDROXYAMINOQUINOLINE 1-OXIDE HYDROCHLORIDE,,1.0,1.0,0.0,0.0,,,,,,,,1,1,0,0,",",[H+].[Cl-].O\N=C\1C=CN(O)c2ccccc12
0.0,7.0,10101-97-0,NICKEL SULFATE HEXAHYDRATE,,0.0,0.0,1.0,1.0,0.2222222222222222,18.0,,0.0,0.0,0.0,0.0,0,0,0,0,",",O.O.O.O.O.O.[Ni++].[O-][S]([O-])(=O)=O
0.8611111111111112,36.0,10108-64-2,CADMIUM CHLORIDE,,1.0,1.0,0.0,0.0,0.4090909090909091,22.0,,0.0,0.0,0.0,0.0,1,1,0,0,",",[Cl-].[Cl-].[Cd++]
0.8333333333333334,12.0,10124-36-4,CADMIUM SULFATE,INTERMEDIATES,1.0,1.0,0.0,0.0,1.0,5.0,INTERMEDIATES,1.0,1.0,0.0,0.0,1,1,0,0,"INTERMEDIATES,INTERMEDIATES",[Cd++].[O-][S]([O-])(=O)=O
0.0,2.0,1015-89-0,PHENANTHRIDONE,,0.0,0.0,1.0,0.0,,,,,,,,0,0,1,0,",",O=C1Nc2ccccc2c3ccccc13
0.6666666666666666,3.0,102-50-1,M-CRESIDINE,INTERMEDIATES (DYES),1.0,1.0,0.0,0.0,0.05,20.0,INTERMEDIATES (DYES),0.0,0.0,1.0,1.0,1,1,0,0,"INTERMEDIATES (DYES),INTERMEDIATES (DYES)",COc1ccc(N)c(C)c1
0.3333333333333333,6.0,102-71-6,TRIETHANOLAMINE,INTERMEDIATES,0.0,0.0,0.0,0.0,0.0,29.0,INTERMEDIATES,0.0,0.0,1.0,1.0,0,0,0,0,"INTERMEDIATES,INTERMEDIATES",OCCN(CCO)CCO
0.0,1.0,10217-34-2,"BETA-(3,4-EPOXYCYCLOHEXYL)ETHYLTRIETHOXYSILANE",,0.0,0.0,1.0,0.0,,,,,,,,0,0,1,0,",",CCO[Si](CCC1CCC2OC2C1)(OCC)OCC
0.0,1.0,103-11-7,MONO(2-ETHYLHEXYL) ACRYLATE,,0.0,0.0,1.0,0.0,0.17647058823529413,17.0,,0.0,0.0,1.0,1.0,0,0,1,0,",",CCCCC(CC)COC(=O)C=C
0.5,8.0,103-23-1,DI(2-ETHYLHEXYL) ADIPATE,INDUSTRIAL CHEMICALS (PLASTICIZER),0.0,0.0,0.0,0.0,0.03333333333333333,30.0,INDUSTRIAL CHEMICALS (PLASTICIZER),0.0,0.0,1.0,1.0,0,0,0,0,"INDUSTRIAL CHEMICALS (PLASTICIZER),INDUSTRIAL CHEMICALS (PLASTICIZER)",CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC
0.6666666666666666,6.0,103-33-3,AZOBENZENE,INTERMEDIATES,1.0,1.0,0.0,0.0,0.5,6.0,INTERMEDIATES,0.0,0.0,0.0,0.0,1,1,0,0,"INTERMEDIATES,INTERMEDIATES",c1ccc(cc1)N=Nc2ccccc2
0.0,4.0,103-85-5,1-PHENYL-2-THIOUREA,,0.0,0.0,1.0,1.0,,,,,,,,0,0,1,1,",",NC(=S)Nc1ccccc1
0.3,10.0,103-90-2,ACETAMINOPHEN,,0.0,0.0,0.0,0.0,0.045454545454545456,66.0,,0.0,0.0,1.0,1.0,0,0,0,0,",",CC(=O)Nc1ccc(O)cc1
0.0,4.0,10326-27-9,BARIUM CHLORIDE DIHYDRATE,,0.0,0.0,1.0,1.0,0.03125,32.0,,0.0,0.0,1.0,1.0,0,0,1,1,",",O.O.[Cl-].[Cl-].[Ba++]
0.0,4.0,103300-74-9,TALTIRELIN TETRAHYDRATE,,0.0,0.0,1.0,1.0,,,,,,,,0,0,1,1,",",CN1C(=O)C[C@H](NC1=O)C(=O)N[C@@H](Cc2[nH]cnc2)C(=O)N3CCC[C@H]3C(N)=O
0.0,2.0,103302-38-1,"(+/-)-TRANS-3,5-CYCLOHEXADIENE-1,2-DIOL",,0.0,0.0,1.0,0.0,0.16666666666666666,6.0,,0.0,0.0,1.0,1.0,0,0,1,0,",",O[C@@H]1C=CC=C[C@H]1O
0.0,4.0,103361-09-7,FLUMIOXAZIN,Pesticides,0.0,0.0,1.0,1.0,,,,,,,,0,0,1,1,",Pesticides",Fc1cc2OCC(=O)N(CC#C)c2cc1N3C(=O)C4=C(CCCC4)C3=O
0.0,2.0,103364-68-7,"(+)-1ALPHA,2BETA-DIHYDROXY-1,2-DIHYDROBENZENE",,0.0,0.0,1.0,0.0,,,,,,,,0,0,1,0,",",O[C@H]1C=CC=C[C@@H]1O
0.0,4.0,104-76-7,2-ETHYL-1-HEXANOL,,0.0,0.0,1.0,1.0,0.0,34.0,,0.0,0.0,1.0,1.0,0,0,1,1,",",CCCCC(CC)CO
0.0,4.0,104098-48-8,IMAZAPIC,Pesticides,0.0,0.0,1.0,1.0,,,,,,,,0,0,1,1,",Pesticides",CC(C)C1(C)N=C(NC1=O)c2ncc(C)cc2C(O)=O
1.0,1.0,104700-21-2,AFLATOXIN M4,,1.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,",",
1.0,1.0,10478-42-9,3-(METHYLNITROSAMINO)PROPIONIC ACID,,1.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,",",CN(CCC(O)=O)N=O
0.25,4.0,105-11-3,P-QUINONE DIOXIME,RUBBER PROCESSING CHEMICALS,0.0,0.0,0.0,0.0,0.4,15.0,RUBBER PROCESSING CHEMICALS,0.0,0.0,0.0,0.0,0,0,0,0,"RUBBER PROCESSING CHEMICALS,RUBBER PROCESSING CHEMICALS",ONc1ccc(cc1)N=O
0.5,4.0,105-55-5,"N,N'-DIETHYLTHIOUREA",CORROSION INHIBITORS,0.0,0.0,0.0,0.0,,,,,,,,0,0,0,0,",CORROSION INHIBITORS",CCNC(=S)NCC
0.0,4.0,105-60-2,CAPROLACTAM,,0.0,0.0,1.0,1.0,0.0,51.0,,0.0,0.0,1.0,1.0,0,0,1,1,",",O=C1CCCCCN1
0.0,3.0,105-87-3,GERANYL ACETATE,COSMETICS ; FOOD ADDITIVES,0.0,0.0,1.0,0.0,,,,,,,,0,0,1,0,",COSMETICS ; FOOD ADDITIVES",CC(=O)OC/C=C(C)/CCC=C(C)C
1.0,1.0,105052-38-8,"2-NITRONAPHTHO[1,8-BC]PYRAN",,1.0,0.0,0.0,0.0,0.25,4.0,,0.0,0.0,0.0,0.0,1,0,0,0,",",[O-][N+](=O)C1=Cc2cccc3cccc(O1)c23
1.0,1.0,105052-39-9,"6-METHOXY-2-NITRONAPHTHO[1,8-BC]PYRAN",,1.0,0.0,0.0,0.0,0.25,4.0,,0.0,0.0,0.0,0.0,1,0,0,0,",",COc1ccc2C=C(Oc3cccc1c23)[N+]([O-])=O
0.8571428571428571,7.0,10540-29-1,TAMOXIFEN,,1.0,1.0,0.0,0.0,0.05263157894736842,19.0,,0.0,0.0,1.0,1.0,1,1,0,0,",",CC/C(c1ccccc1)=C(c2ccccc2)/c3ccc(OCCN(C)C)cc3
0.0,4.0,105478-30-6,BAYFERROX 920,,0.0,0.0,1.0,1.0,,,,,,,,0,0,1,1,",",
0.0,2.0,105596-42-7,"1-NITROPYRENE 4,5-OXIDE",,0.0,0.0,1.0,0.0,1.0,9.0,,1.0,1.0,0.0,0.0,1,1,0,0,",",[O-][N+](=O)c1ccc2C3OC3c4cccc5ccc1c2c45
0.0,2.0,105596-43-8,"1-NITROPYRENE 9,10-OXIDE",,0.0,0.0,1.0,0.0,0.7777777777777778,9.0,,1.0,1.0,0.0,0.0,1,1,0,0,",",[O-][N+](=O)c1ccc2ccc3cccc4C5OC5c1c2c34
0.6363636363636364,33.0,105650-23-5,"2-AMINO-1-METHYL-6-PHENYLIMIDAZO[4,5-B]PYRIDINE (PHIP)",,1.0,1.0,0.0,0.0,0.75,36.0,,1.0,1.0,0.0,0.0,1,1,0,0,",",Cn1c(N)nc2ncc(cc12)c3ccccc3
1.0,3.0,105735-71-5,"3,7-DINITROFLUORANTHENE",,1.0,1.0,0.0,0.0,0.8888888888888888,9.0,,1.0,1.0,0.0,0.0,1,1,0,0,",",[O-][N+](=O)c1ccc2c3cccc(c3c4cccc1c24)[N+]([O-])=O
0.5,2.0,105802-11-7,6-NITRO-5-METHYLCHRYSENE,,0.0,0.0,0.0,0.0,0.5,6.0,,0.0,0.0,0.0,0.0,0,0,0,0,",",Cc1c2c3ccccc3ccc2c4ccccc4c1[N+]([O-])=O
1.0,4.0,10589-74-9,N-AMYL-N-NITROSOUREA,,1.0,1.0,0.0,0.0,1.0,2.0,,1.0,1.0,0.0,0.0,1,1,0,0,",",CCCCCN(N=O)C(N)=O
1.0,4.0,10595-95-6,N-NITROSOMETHYLETHYLAMINE,,1.0,1.0,0.0,0.0,0.3,10.0,,0.0,0.0,0.0,0.0,1,1,0,0,",",CCN(C)N=O
0.0,3.0,10599-90-3,CHLORAMINE,,0.0,0.0,1.0,0.0,,,,,,,,0,0,1,0,",",NCl
0.7142857142857143,7.0,106-46-7,"1,4-DICHLOROBENZENE",DEODORANT,1.0,1.0,0.0,0.0,0.043478260869565216,46.0,DEODORANT,0.0,0.0,1.0,1.0,1,1,0,0,"DEODORANT,DEODORANT",Clc1ccc(Cl)cc1
0.16666666666666666,6.0,106-47-8,4-CHLOROANILINE,,0.0,0.0,1.0,1.0,0.19047619047619047,63.0,,0.0,0.0,1.0,1.0,0,0,1,1,",",Nc1ccc(Cl)cc1
1.0,1.0,106-49-0,P-TOLUIDINE,INTERMEDIATES,1.0,0.0,0.0,0.0,0.0,49.0,INTERMEDIATES,0.0,0.0,1.0,1.0,1,0,0,0,"INTERMEDIATES,INTERMEDIATES",Cc1ccc(N)cc1
1.0,5.0,106-87-6,"1-EPOXYETHYL-3,4-EPOXYCYCLOHEXANE",INTERMEDIATES (POLYMERS),1.0,1.0,0.0,0.0,1.0,12.0,INTERMEDIATES (POLYMERS),1.0,1.0,0.0,0.0,1,1,0,0,"INTERMEDIATES (POLYMERS),INTERMEDIATES (POLYMERS)",C1CC2OC2CC1C3CO3
0.25,4.0,106-88-7,"1,2-EPOXYBUTANE",INTERMEDIATES,0.0,0.0,0.0,0.0,0.4492753623188406,69.0,INTERMEDIATES,0.0,0.0,0.0,0.0,0,0,0,0,"INTERMEDIATES,INTERMEDIATES",CCC1CO1
1.0,4.0,106-89-8,EPICHLOROHYDRIN,INTERMEDIATES,1.0,1.0,0.0,0.0,0.7457627118644068,59.0,INTERMEDIATES,1.0,1.0,0.0,0.0,1,1,0,0,"INTERMEDIATES,INTERMEDIATES",ClCC1CO1
0.25,4.0,106-92-3,ALLYL GLYCIDYL ETHER,"RESIN INTERMEDIATE, STABILIZER",0.0,0.0,0.0,0.0,0.6,15.0,"RESIN INTERMEDIATE, STABILIZER",1.0,1.0,0.0,0.0,1,1,0,0,"RESIN INTERMEDIATE, STABILIZER,RESIN INTERMEDIATE, STABILIZER",C=CCOCC1CO1
1.0,14.0,106-93-4,ETHYLENE DIBROMIDE,AUTOMOTIVE PRODUCTS; PESTICIDES (FORMER),1.0,1.0,0.0,0.0,0.7469879518072289,83.0,AUTOMOTIVE PRODUCTS; PESTICIDES (FORMER),1.0,1.0,0.0,0.0,1,1,0,0,"AUTOMOTIVE PRODUCTS; PESTICIDES (FORMER),AUTOMOTIVE PRODUCTS; PESTICIDES (FORMER)",BrCCBr
0.8666666666666667,15.0,106-99-0,"1,3-BUTADIENE",INTERMEDIATES,1.0,1.0,0.0,0.0,0.3333333333333333,57.0,INTERMEDIATES,0.0,0.0,0.0,0.0,1,1,0,0,"INTERMEDIATES,INTERMEDIATES",C=CC=C
0.0,2.0,106441-42-3,GARDENIA BLUE COLOR,,0.0,0.0,1.0,0.0,,,,,,,,0,0,1,0,",",
1.0,2.0,106542-80-7,"TRANS-4,5-DIHYDRO-4,5-DIHYDROXYBENZO[J]FLUORANTHENE",,1.0,1.0,0.0,0.0,,,,,,,,1,1,0,0,",",O[C@H]1C=C2c3c(cccc3c4ccc5ccccc5c24)[C@@H]1O
0.5,2.0,106612-15-1,N-(2-CHLOROETHYL)-N'-(2-HYDROXYPROPYL)-N-NITROSOUREA,,0.0,0.0,0.0,0.0,,,,,,,,0,0,0,0,",",CC(O)CNC(=O)N(CCCl)N=O
0.0,3.0,1067-33-0,DIBUTYLTIN DIACETATE,,0.0,0.0,1.0,0.0,0.0,12.0,,0.0,0.0,1.0,1.0,0,0,1,0,",",CCCC[Sn](|[O]C(C)=O)(|[O]C(C)=O)CCCC
1.0,2.0,1069-55-2,ISOBUTYL 2-CYANOACRYLATE,,1.0,1.0,0.0,0.0,0.0,2.0,,0.0,0.0,1.0,0.0,1,1,0,0,",",CC(C)COC(=O)C(=C)C#N
0.0,11.0,107-02-8,ACROLEIN,,0.0,0.0,1.0,1.0,0.32142857142857145,28.0,,0.0,0.0,0.0,0.0,0,0,0,0,",",C=CC=O
0.0,4.0,107-05-1,ALLYL CHLORIDE,,0.0,0.0,1.0,1.0,0.47058823529411764,34.0,,0.0,0.0,0.0,0.0,0,0,0,0,",",ClCC=C
0.5454545454545454,11.0,107-06-2,"1,2-DICHLOROETHANE",INTERMEDIATES,1.0,1.0,0.0,0.0,0.32608695652173914,46.0,INTERMEDIATES,0.0,0.0,0.0,0.0,1,1,0,0,"INTERMEDIATES,INTERMEDIATES",ClCCCl
0.0,4.0,107-07-3,2-CHLOROETHANOL,INTERMEDIATES,0.0,0.0,1.0,1.0,0.3953488372093023,43.0,INTERMEDIATES,0.0,0.0,0.0,0.0,0,0,0,0,"INTERMEDIATES,INTERMEDIATES",OCCCl
1.0,1.0,107-08-4,PROPYL IODIDE,,1.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,",",CC(C)I
0.72,25.0,107-13-1,ACRYLONITRILE,INTERMEDIATES,1.0,1.0,0.0,0.0,0.38144329896907214,97.0,INTERMEDIATES,0.0,0.0,0.0,0.0,1,1,0,0,"INTERMEDIATES,INTERMEDIATES",C=CC#N
0.0,1.0,107-15-3,ETHYLENEDIAMINE,,0.0,0.0,1.0,0.0,0.15789473684210525,19.0,,0.0,0.0,1.0,1.0,0,0,1,0,",",NCCN
0.0,3.0,107-18-6,ALLYL ALCOHOL,,0.0,0.0,1.0,0.0,0.5,4.0,,0.0,0.0,0.0,0.0,0,0,0,0,",",OCC=C
1.0,1.0,107-20-0,CHLOROACETALDEHYDE,INTERMEDIATES,1.0,0.0,0.0,0.0,0.9,10.0,INTERMEDIATES,1.0,1.0,0.0,0.0,1,1,0,0,"INTERMEDIATES,INTERMEDIATES",ClCC=O
0.0,2.0,107-21-1,ETHYLENE GLYCOL,,0.0,0.0,1.0,0.0,0.0,38.0,,0.0,0.0,1.0,1.0,0,0,1,0,",",OCCO
0.0,1.0,107-22-2,GLYOXAL,INTERMEDIATES (FABRICS; PAPERS),0.0,0.0,1.0,0.0,0.7916666666666666,48.0,INTERMEDIATES (FABRICS; PAPERS),1.0,1.0,0.0,0.0,1,1,0,0,"INTERMEDIATES (FABRICS; PAPERS),INTERMEDIATES (FABRICS; PAPERS)",O=CC=O
1.0,1.0,107-30-2,CHLOROMETHYL METHYL ETHER,,1.0,0.0,0.0,0.0,1.0,3.0,,1.0,1.0,0.0,0.0,1,1,0,0,",",COCCl
0.0,2.0,1071-83-6,GLYPHOSATE,HERBICIDE,0.0,0.0,1.0,0.0,0.0,34.0,HERBICIDE,0.0,0.0,1.0,1.0,0,0,1,0,"HERBICIDE,HERBICIDE",OC(=O)CNC[P](O)(O)=O
0.0,2.0,1079-21-6,"2,5-DIHYDROXYBIPHENYL",,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0,0,1,0,",",Oc1ccc(O)c(c1)c2ccccc2
0.4166666666666667,12.0,108-05-4,VINYL ACETATE,,0.0,0.0,0.0,0.0,0.08333333333333333,36.0,,0.0,0.0,1.0,1.0,0,0,0,0,",",CC(=O)OC=C
0.0,2.0,108-07-6,METHYLMERCURY ACETATE,,0.0,0.0,1.0,0.0,,,,,,,,0,0,1,0,",",C[Hg]OC(C)=O
0.0,2.0,108-10-1,METHYL ISOBUTYL KETONE,Solvent,0.0,0.0,1.0,0.0,0.03333333333333333,30.0,Solvent,0.0,0.0,1.0,1.0,0,0,1,0,"Solvent,Solvent",CC(C)CC(C)=O
0.0,4.0,108-30-5,SUCCINIC ANHYDRIDE,POLYMERS ; DRUGS ; PESTICIDES (INSECTICIDES ; HERBICIDES ; PLANT GROWTH REGULATORS) ; INTERMEDIATES,0.0,0.0,1.0,1.0,0.0,47.0,POLYMERS ; DRUGS ; PESTICIDES (INSECTICIDES ; HERBICIDES ; PLANT GROWTH REGULATORS) ; INTERMEDIATES,0.0,0.0,1.0,1.0,0,0,1,1,"POLYMERS ; DRUGS ; PESTICIDES (INSECTICIDES ; HERBICIDES ; PLANT GROWTH REGULATORS) ; INTERMEDIATES,POLYMERS ; DRUGS ; PESTICIDES (INSECTICIDES ; HERBICIDES ; PLANT GROWTH REGULATORS) ; INTERMEDIATES",O=C1CCC(=O)O1
0.0,2.0,108-45-2,M-PHENYLENEDIAMINE,INTERMEDIATES (DYES),0.0,0.0,1.0,0.0,0.6493506493506493,77.0,INTERMEDIATES (DYES),1.0,1.0,0.0,0.0,1,1,0,0,"INTERMEDIATES (DYES),INTERMEDIATES (DYES)",Nc1cccc(N)c1
0.0,4.0,108-46-3,RESORCINOL,INTERMEDIATES (RUBBER INDUSTRY),0.0,0.0,1.0,1.0,0.0975609756097561,41.0,INTERMEDIATES (RUBBER INDUSTRY),0.0,0.0,1.0,1.0,0,0,1,1,"INTERMEDIATES (RUBBER INDUSTRY),INTERMEDIATES (RUBBER INDUSTRY)",Oc1cccc(O)c1
0.5,4.0,108-60-1,BIS(2-CHLORO-1-METHYLETHYL) ETHER,SOLVENTS,0.0,0.0,0.0,0.0,0.0,1.0,SOLVENTS,0.0,0.0,1.0,0.0,0,0,0,0,"SOLVENTS,SOLVENTS",CC(CCl)OC(C)CCl
0.5,8.0,108-78-1,MELAMINE,,0.0,0.0,0.0,0.0,0.0,16.0,,0.0,0.0,1.0,1.0,0,0,0,0,",",Nc1nc(N)nc(N)n1
0.0,5.0,108-88-3,TOLUENE,SOLVENTS ; INTERMEDIATES ; COSMETICS,0.0,0.0,1.0,1.0,0.0,29.0,SOLVENTS ; INTERMEDIATES ; COSMETICS,0.0,0.0,1.0,1.0,0,0,1,1,"SOLVENTS ; INTERMEDIATES ; COSMETICS,SOLVENTS ; INTERMEDIATES ; COSMETICS",Cc1ccccc1
0.0,4.0,108-90-7,CHLOROBENZENE,"SOLVENTS, INTERMEDIATES",0.0,0.0,1.0,1.0,0.06451612903225806,31.0,"SOLVENTS, INTERMEDIATES",0.0,0.0,1.0,1.0,0,0,1,1,"SOLVENTS, INTERMEDIATES,SOLVENTS, INTERMEDIATES",Clc1ccccc1
0.0,4.0,108-95-2,PHENOL,INTERMEDIATES,0.0,0.0,1.0,1.0,0.1774193548387097,62.0,INTERMEDIATES,0.0,0.0,1.0,1.0,0,0,1,1,"INTERMEDIATES,INTERMEDIATES",Oc1ccccc1
0.3333333333333333,3.0,108043-88-5,"2-AMINO-3,6-DIHYDRO-3-METHYL-7H-IMIDAZO[4,5,-F]QUINOLINE-7-ONE",,0.0,0.0,0.0,0.0,1.0,4.0,,1.0,1.0,0.0,0.0,1,1,0,0,",",Cn1c(N)nc2c1ccc3NC(=O)C=Cc23
1.0,4.0,108171-26-2,CHLORINATED PARAFFINS (C12. 60% CHLORINE),,1.0,1.0,0.0,0.0,0.04,25.0,,0.0,0.0,1.0,1.0,1,1,0,0,",",CCC(Cl)C(Cl)C(Cl)CC(Cl)C(Cl)C(C)Cl
